#define,=,<<,typedef,i,return,def,if,-,},{,static,using,let,mut,import,public,.,::,->,var,int,==,//,language,path
0,31,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Python,data/train/Python/s315495998.py
0,17,0,0,3,5,2,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,Python,data/train/Python/s625626749.py
0,21,0,0,5,6,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Python,data/train/Python/s433660053.py
0,46,0,0,1,0,0,4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,Python,data/train/Python/s784075347.py
0,17,0,0,2,1,1,1,12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Python,data/train/Python/s722817816.py
0,12,0,0,4,1,0,0,1,9,10,2,2,0,0,0,0,0,0,0,0,1,0,0,C#,data/train/C#/s742998074.cs
0,11,0,0,4,0,0,2,2,9,9,1,4,0,0,0,0,0,0,0,0,2,1,0,C#,data/train/C#/s327215639.cs
0,13,0,0,2,4,0,0,1,13,0,1,1,0,0,0,5,0,0,0,3,2,3,0,C#,data/train/C#/s205011005.cs
0,14,0,0,4,0,0,1,3,6,7,1,1,0,0,0,1,0,0,0,0,1,3,0,C#,data/train/C#/s446447341.cs
0,14,0,0,4,5,0,0,1,14,0,1,2,0,0,0,6,0,0,0,3,2,2,0,C#,data/train/C#/s825278506.cs
0,10,0,0,4,0,0,1,0,6,6,1,1,0,0,0,0,0,0,0,0,1,3,0,C#,data/train/C#/s316033562.cs
0,4,0,0,1,1,0,1,0,8,8,3,3,0,0,0,2,0,0,0,4,0,1,0,C#,data/train/C#/s294490495.cs
0,13,0,0,0,0,0,1,3,5,5,1,1,0,0,0,2,0,0,0,1,0,0,3,C#,data/train/C#/s390758673.cs
0,7,0,0,2,0,0,1,0,6,6,6,5,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s512663115.cs
0,10,0,0,4,0,0,0,0,9,9,1,1,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s906207616.cs
0,10,0,0,2,6,0,1,0,16,16,2,8,0,0,0,9,0,0,0,0,2,0,0,C#,data/train/C#/s606015236.cs
0,11,0,0,4,2,0,2,0,10,10,5,4,0,0,0,6,0,0,0,0,0,1,0,C#,data/train/C#/s312677725.cs
0,9,0,0,2,1,0,1,0,6,6,1,4,0,0,0,0,0,0,0,0,6,2,0,C#,data/train/C#/s478007846.cs
0,13,0,0,4,0,0,3,0,10,10,1,1,0,0,0,0,0,0,0,0,1,0,10,C#,data/train/C#/s741206275.cs
0,10,0,0,4,0,0,1,0,6,6,1,1,0,0,0,0,0,0,0,0,1,3,0,C#,data/train/C#/s516937158.cs
0,24,0,0,0,10,0,2,5,19,19,5,4,0,0,0,6,0,0,0,0,0,5,0,C#,data/train/C#/s950652219.cs
0,8,0,0,0,0,0,0,4,6,6,1,2,0,0,0,0,0,0,0,1,0,0,0,C#,data/train/C#/s279710123.cs
0,15,0,0,4,5,0,1,0,8,9,8,3,0,0,0,5,0,0,0,0,9,4,0,C#,data/train/C#/s374036680.cs
0,19,0,0,6,1,0,1,4,7,7,2,3,0,0,0,1,0,0,0,0,1,0,0,C#,data/train/C#/s687517529.cs
0,11,0,0,6,5,0,1,0,9,10,8,3,0,0,0,5,0,0,0,0,2,1,0,C#,data/train/C#/s810674947.cs
0,9,0,0,2,0,0,0,0,7,8,2,3,0,0,0,0,0,0,0,0,6,1,0,C#,data/train/C#/s685846230.cs
0,18,0,0,0,0,0,0,3,12,12,1,1,0,0,0,0,0,0,0,0,2,1,8,C#,data/train/C#/s848332544.cs
0,11,0,0,2,11,0,0,0,15,15,12,4,0,0,0,2,0,0,0,0,1,0,0,C#,data/train/C#/s922664661.cs
0,10,0,0,2,2,0,2,0,10,8,2,3,0,0,0,3,0,0,0,0,3,1,0,C#,data/train/C#/s294551933.cs
0,8,0,0,4,0,0,2,0,12,12,4,4,0,0,0,0,0,0,0,0,4,1,0,C#,data/train/C#/s877603023.cs
0,9,0,0,2,1,0,1,0,6,6,1,4,0,0,0,0,0,0,0,0,6,2,0,C#,data/train/C#/s552114162.cs
0,4,0,0,2,0,0,1,0,6,6,1,5,0,0,0,0,0,0,0,0,1,1,5,C#,data/train/C#/s738238569.cs
0,11,0,0,1,0,0,2,3,10,10,1,1,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s429116395.cs
0,17,0,0,4,3,0,3,0,14,14,3,4,0,0,0,4,0,0,0,2,10,3,0,C#,data/train/C#/s747049635.cs
0,9,0,0,0,11,0,1,0,15,15,12,4,0,0,0,2,0,0,0,0,1,1,0,C#,data/train/C#/s908859991.cs
0,5,0,0,0,0,0,7,0,12,12,1,5,0,0,0,0,0,0,0,0,3,1,0,C#,data/train/C#/s754461541.cs
0,19,0,0,0,3,0,3,5,10,10,4,1,0,0,0,2,0,0,0,16,4,2,0,C#,data/train/C#/s708398049.cs
0,9,0,0,2,0,0,3,0,7,7,1,1,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s363999312.cs
0,12,0,0,2,4,0,0,1,19,18,14,4,0,0,0,2,0,0,0,2,5,0,0,C#,data/train/C#/s754395681.cs
0,4,0,0,3,2,0,0,0,8,8,2,5,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s297952823.cs
0,11,0,0,2,11,0,0,0,15,15,12,4,0,0,0,2,0,0,0,0,2,1,0,C#,data/train/C#/s697446791.cs
0,8,0,0,2,5,0,2,0,14,14,5,4,0,0,0,6,0,0,0,0,3,1,0,C#,data/train/C#/s146517456.cs
0,11,0,0,2,0,0,1,0,6,6,1,4,0,0,0,0,0,0,0,0,4,1,5,C#,data/train/C#/s808754162.cs
0,25,0,0,3,0,0,4,0,7,11,1,1,0,0,0,0,0,0,0,0,1,5,0,C#,data/train/C#/s897923964.cs
0,6,0,0,3,1,0,1,1,8,8,2,6,0,0,0,0,0,0,0,0,4,0,0,C#,data/train/C#/s167752776.cs
0,27,0,0,6,0,0,9,0,11,11,1,1,0,0,0,0,0,0,0,0,10,5,44,C#,data/train/C#/s611312981.cs
0,5,0,0,2,0,0,1,0,8,8,1,4,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s272527252.cs
0,16,0,0,6,5,0,1,0,12,13,1,6,0,0,0,6,0,0,0,0,4,1,0,C#,data/train/C#/s712926069.cs
0,57,0,0,6,15,0,9,3,46,49,36,12,0,0,0,40,0,0,0,8,11,4,140,C#,data/train/C#/s742843590.cs
0,5,0,0,2,0,0,2,0,7,7,1,3,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s168013869.cs
0,16,0,0,0,7,0,3,4,12,13,1,4,0,0,0,6,0,0,0,0,4,3,0,C#,data/train/C#/s206104245.cs
0,10,0,0,2,1,0,1,0,9,9,1,3,0,0,0,0,0,0,0,0,2,1,0,C#,data/train/C#/s189427583.cs
0,21,0,0,4,5,0,4,0,15,17,1,4,0,0,0,4,0,0,0,2,8,3,0,C#,data/train/C#/s653300114.cs
0,0,0,0,0,0,0,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,C#,data/train/C#/s248589575.cs
0,15,0,0,2,1,0,0,4,10,10,1,1,0,0,0,4,0,0,0,0,4,0,0,C#,data/train/C#/s532826465.cs
0,11,0,0,2,0,0,1,0,5,3,1,3,0,0,0,2,0,0,0,10,0,3,3,C#,data/train/C#/s089010266.cs
0,40,0,0,14,3,0,2,1,21,21,1,3,0,0,0,2,0,0,0,6,0,2,0,C#,data/train/C#/s879843391.cs
0,21,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,1,10,0,0,C#,data/train/C#/s777247003.cs
0,11,0,0,2,0,0,0,0,6,6,2,1,0,0,0,0,0,0,0,4,2,4,13,C#,data/train/C#/s532304589.cs
0,10,0,0,4,5,0,1,0,9,10,1,4,0,0,0,4,0,0,0,1,3,0,0,C#,data/train/C#/s511987945.cs
0,11,0,0,2,4,0,0,1,11,0,1,2,0,0,0,5,0,0,0,2,1,2,0,C#,data/train/C#/s361479974.cs
0,12,1,0,0,0,0,2,0,10,10,2,7,0,0,0,1,0,0,0,0,6,1,0,C#,data/train/C#/s117171122.cs
0,11,0,0,2,4,0,0,1,15,15,14,4,0,0,0,2,0,0,0,2,5,0,0,C#,data/train/C#/s217064989.cs
0,5,0,0,0,2,0,0,0,9,10,2,3,0,0,0,0,0,0,0,3,0,1,0,C#,data/train/C#/s505404498.cs
0,6,0,0,0,0,0,0,0,4,10,1,2,0,0,0,1,0,0,0,0,3,1,0,C#,data/train/C#/s317655380.cs
0,4,0,0,4,0,0,1,0,7,7,1,2,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s244566379.cs
0,13,0,0,4,0,0,9,2,9,9,1,4,0,0,0,0,0,0,0,0,4,10,0,C#,data/train/C#/s253281875.cs
0,12,0,0,2,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,4,2,4,13,C#,data/train/C#/s161339171.cs
0,10,0,0,0,4,0,2,3,10,4,4,3,0,0,0,5,0,0,0,0,7,1,0,C#,data/train/C#/s803555537.cs
0,9,0,0,0,5,0,0,1,9,9,7,3,0,0,0,0,0,0,0,6,1,0,2,C#,data/train/C#/s197399211.cs
0,18,0,0,6,0,0,0,4,9,9,1,6,0,0,0,0,0,0,0,0,0,2,0,C#,data/train/C#/s791295713.cs
0,8,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,3,1,0,C#,data/train/C#/s684568060.cs
0,9,0,0,4,0,0,1,3,7,7,1,4,0,0,0,0,0,0,0,0,0,1,0,C#,data/train/C#/s104555617.cs
0,9,0,0,2,11,0,0,0,16,16,12,4,0,0,0,2,0,0,0,0,1,0,0,C#,data/train/C#/s919927430.cs
0,14,0,0,4,5,0,1,0,12,13,1,6,0,0,0,6,0,0,0,0,4,1,0,C#,data/train/C#/s808681019.cs
0,29,0,0,2,0,0,9,0,15,4,1,1,0,0,0,1,0,0,0,0,1,0,0,C#,data/train/C#/s112795287.cs
0,7,0,0,0,2,0,2,0,10,10,5,4,0,0,0,6,0,0,0,0,0,2,0,C#,data/train/C#/s395090077.cs
0,14,0,0,2,0,0,3,0,9,9,1,6,0,0,0,0,0,0,0,0,7,0,0,C#,data/train/C#/s694683993.cs
0,11,0,0,4,6,0,1,0,11,12,1,4,0,0,0,6,0,0,0,0,3,1,0,C#,data/train/C#/s708344980.cs
0,13,0,0,4,0,0,9,2,9,9,1,4,0,0,0,0,0,0,0,0,4,10,0,C#,data/train/C#/s678918211.cs
0,12,0,0,2,6,0,1,0,12,13,1,4,0,0,0,6,0,0,0,0,4,2,0,C#,data/train/C#/s663125038.cs
0,6,0,0,0,2,0,1,0,9,9,3,3,0,0,0,0,0,0,0,1,1,1,0,C#,data/train/C#/s475457340.cs
0,19,0,0,4,0,0,5,0,11,11,1,1,0,0,0,0,0,0,0,0,5,1,27,C#,data/train/C#/s895760439.cs
0,25,0,0,2,0,0,7,0,13,13,1,1,0,0,0,0,0,0,0,0,6,1,0,C#,data/train/C#/s465321007.cs
0,27,0,0,9,6,0,6,1,19,19,14,7,0,0,0,9,0,0,0,0,13,1,0,C#,data/train/C#/s194391815.cs
0,20,0,0,0,0,0,1,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,C#,data/train/C#/s113154979.cs
0,12,0,0,4,0,0,4,0,9,9,1,1,0,0,0,0,0,0,0,0,0,3,0,C#,data/train/C#/s349259553.cs
0,11,0,0,2,0,0,4,0,10,10,1,4,0,0,0,0,0,0,0,2,4,3,0,C#,data/train/C#/s766817953.cs
0,8,0,0,2,1,0,1,0,7,7,1,4,0,0,0,0,0,0,0,2,3,1,0,C#,data/train/C#/s360912589.cs
0,4,0,0,0,0,0,7,0,4,4,1,4,0,0,0,0,0,0,0,1,2,0,0,C#,data/train/C#/s618415653.cs
0,5,0,0,2,1,0,1,0,6,6,1,3,0,0,0,0,0,0,0,2,2,1,0,C#,data/train/C#/s097060257.cs
0,14,0,0,2,5,0,1,0,11,12,1,6,0,0,0,6,0,0,0,0,4,1,0,C#,data/train/C#/s110401619.cs
0,12,0,0,2,0,0,0,0,7,5,2,1,0,0,0,2,0,0,0,4,2,4,13,C#,data/train/C#/s564262318.cs
0,5,0,0,2,2,0,1,0,9,9,2,6,0,0,0,0,0,0,0,0,1,1,0,C#,data/train/C#/s661711918.cs
0,8,0,0,0,0,0,0,4,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0,C#,data/train/C#/s274924635.cs
0,14,1,0,6,0,0,5,2,23,21,0,0,10,5,0,0,0,0,4,0,0,3,0,Rust,data/train/Rust/s821233631.rs
0,8,0,0,1,0,0,4,0,15,23,0,0,6,5,0,0,0,0,0,0,0,2,0,Rust,data/train/Rust/s261934405.rs
0,13,0,0,1,0,0,9,1,17,18,0,0,6,5,0,0,0,0,2,0,0,12,0,Rust,data/train/Rust/s961902749.rs
0,30,0,0,8,1,0,9,1,49,51,0,0,26,13,0,0,0,0,10,0,0,4,5,Rust,data/train/Rust/s405841290.rs
0,23,0,0,1,0,0,5,0,13,14,0,0,18,7,0,0,0,0,2,0,0,4,0,Rust,data/train/Rust/s698345022.rs
0,6,0,0,0,0,0,1,0,19,18,0,0,7,4,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s739936077.rs
0,16,0,0,2,0,0,4,0,15,14,0,0,13,7,0,0,0,0,3,0,0,3,0,Rust,data/train/Rust/s163448408.rs
0,29,0,0,2,1,0,6,2,31,39,0,0,20,13,0,0,0,0,7,0,0,2,0,Rust,data/train/Rust/s776941337.rs
0,7,0,0,0,4,0,2,0,22,16,0,0,7,3,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s311302691.rs
0,39,0,0,7,0,0,18,32,70,81,0,0,24,10,0,0,0,0,23,0,0,2,0,Rust,data/train/Rust/s337410562.rs
0,12,0,0,2,0,0,0,2,8,7,0,0,8,5,0,0,0,0,2,0,0,0,0,Rust,data/train/Rust/s293940594.rs
0,8,0,0,0,0,0,2,0,21,17,0,0,9,4,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s457355861.rs
0,4,0,0,1,0,0,2,0,7,15,0,0,3,2,0,0,0,0,0,0,0,3,0,Rust,data/train/Rust/s333146871.rs
0,35,0,0,11,0,0,20,2,36,31,0,0,13,9,0,0,0,0,2,0,0,18,0,Rust,data/train/Rust/s708246865.rs
0,17,0,0,3,0,0,5,3,14,15,0,0,12,6,0,0,0,0,2,0,0,1,0,Rust,data/train/Rust/s963721915.rs
0,54,0,0,0,0,0,5,0,16,16,0,0,14,8,0,0,0,0,7,0,0,24,0,Rust,data/train/Rust/s210749030.rs
0,19,0,0,1,0,0,0,7,7,6,0,0,16,3,0,0,0,0,2,0,0,0,0,Rust,data/train/Rust/s393929252.rs
0,16,0,0,2,0,0,4,6,26,26,0,0,13,11,0,0,25,3,4,0,0,2,0,Rust,data/train/Rust/s500197718.rs
0,15,0,0,0,0,0,1,2,2,1,0,0,2,9,0,0,0,0,1,0,0,0,2,Rust,data/train/Rust/s624709132.rs
0,13,0,0,0,0,0,3,0,9,9,0,0,13,4,0,0,0,0,2,0,0,1,0,Rust,data/train/Rust/s751733441.rs
0,2,0,0,0,0,0,1,0,5,7,0,0,2,1,0,0,0,0,0,0,0,0,0,Rust,data/train/Rust/s271587951.rs
0,12,0,0,0,0,0,6,2,10,9,0,0,11,6,0,0,0,0,2,0,0,5,0,Rust,data/train/Rust/s174919594.rs
0,19,0,0,2,0,0,3,0,20,20,0,0,17,4,0,0,0,0,9,0,0,3,0,Rust,data/train/Rust/s447703334.rs
0,13,1,0,1,0,0,4,0,24,24,0,0,8,3,0,0,0,0,11,0,0,3,0,Rust,data/train/Rust/s945300649.rs
0,12,0,0,2,0,0,4,0,15,23,0,0,8,6,0,0,0,0,0,0,0,2,0,Rust,data/train/Rust/s500626184.rs
0,10,0,0,1,2,0,5,1,16,24,0,0,10,9,0,0,0,0,2,0,0,4,0,Rust,data/train/Rust/s628087129.rs
0,6,0,0,1,0,0,0,0,19,16,0,0,7,4,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s661996853.rs
0,21,0,0,6,1,0,9,2,30,31,0,0,13,7,0,0,0,0,3,0,0,5,0,Rust,data/train/Rust/s649883835.rs
0,31,0,0,1,0,0,22,0,39,39,0,0,19,3,0,0,0,0,3,0,0,2,0,Rust,data/train/Rust/s899014626.rs
0,22,0,0,2,0,0,2,2,8,7,0,0,17,9,0,0,0,0,1,0,0,1,0,Rust,data/train/Rust/s354527862.rs
0,14,0,0,1,0,0,2,3,12,11,0,0,12,3,0,0,0,0,2,0,0,0,0,Rust,data/train/Rust/s898733966.rs
0,19,0,0,5,0,0,2,2,19,26,0,0,13,9,0,0,0,0,0,0,0,0,0,Rust,data/train/Rust/s916192557.rs
0,8,0,0,0,0,0,0,1,5,13,0,0,6,5,0,0,0,0,0,0,0,0,0,Rust,data/train/Rust/s657281381.rs
0,20,0,0,2,0,0,6,4,17,16,0,0,14,3,0,0,0,0,1,0,0,4,0,Rust,data/train/Rust/s648918680.rs
0,12,0,0,2,0,0,1,0,8,2,0,0,12,6,0,0,0,0,2,0,0,1,0,Rust,data/train/Rust/s148934468.rs
0,8,0,0,1,0,0,0,0,11,17,0,0,8,6,0,0,0,0,1,0,0,0,0,Rust,data/train/Rust/s536779701.rs
0,12,0,0,3,3,0,1,4,10,14,0,0,12,3,0,0,0,0,3,0,0,2,0,Rust,data/train/Rust/s798674390.rs
0,11,0,0,5,0,0,2,1,10,10,0,0,7,5,0,0,0,0,0,0,0,2,0,Rust,data/train/Rust/s910810526.rs
0,18,0,0,0,0,0,2,4,25,26,0,0,17,14,0,0,25,3,4,0,0,0,0,Rust,data/train/Rust/s334829714.rs
0,25,0,0,0,0,0,6,6,52,58,0,0,17,2,0,0,0,0,17,0,0,2,4,Rust,data/train/Rust/s242915794.rs
0,14,0,0,2,3,0,5,5,14,14,0,0,12,7,0,0,0,0,2,0,0,3,4,Rust,data/train/Rust/s958989144.rs
0,8,0,0,3,1,0,5,4,14,21,0,0,6,4,0,0,0,0,0,0,0,1,0,Rust,data/train/Rust/s649706942.rs
0,8,0,0,2,0,0,4,0,16,24,0,0,6,5,0,0,0,0,0,0,0,0,0,Rust,data/train/Rust/s438346230.rs
0,20,0,0,3,0,0,6,2,15,15,0,0,8,8,0,0,0,0,3,0,0,2,0,Rust,data/train/Rust/s728008019.rs
0,21,0,0,6,0,0,11,0,25,25,0,0,11,6,0,0,0,0,2,0,0,2,0,Rust,data/train/Rust/s717339578.rs
0,7,0,0,1,0,0,1,0,23,16,0,0,8,4,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s213789718.rs
0,21,0,0,1,1,0,8,4,34,42,0,0,16,10,0,0,0,0,3,0,0,4,0,Rust,data/train/Rust/s231475047.rs
0,16,0,0,4,0,0,5,2,23,22,0,0,11,6,0,0,0,0,2,0,0,3,0,Rust,data/train/Rust/s647414686.rs
0,2,0,0,0,0,0,0,0,3,5,0,0,2,1,0,0,0,0,0,0,0,0,0,Rust,data/train/Rust/s304591595.rs
0,9,0,0,1,1,0,3,0,12,20,0,0,6,4,0,0,0,0,0,0,0,1,0,Rust,data/train/Rust/s179968350.rs
0,21,0,0,0,0,0,15,12,21,30,0,0,21,4,0,0,0,0,1,0,0,12,0,Rust,data/train/Rust/s661250726.rs
0,16,1,0,4,0,0,7,1,27,35,0,0,11,8,0,0,0,0,2,0,0,0,0,Rust,data/train/Rust/s665332144.rs
0,12,0,0,1,0,0,2,2,11,11,0,0,10,5,0,0,0,0,6,0,0,2,0,Rust,data/train/Rust/s756846610.rs
0,22,0,0,0,0,0,1,2,3,3,0,0,8,13,0,0,0,0,1,0,0,0,2,Rust,data/train/Rust/s810591056.rs
0,10,0,0,2,0,0,1,2,6,6,0,0,8,2,0,0,0,0,1,0,0,2,0,Rust,data/train/Rust/s332192593.rs
0,24,0,0,6,0,0,2,2,12,12,0,0,13,5,0,0,0,0,2,0,0,2,0,Rust,data/train/Rust/s601587609.rs
0,29,0,0,1,0,0,3,2,40,40,0,0,20,15,0,0,25,3,9,0,0,2,0,Rust,data/train/Rust/s376732356.rs
0,7,0,0,0,0,0,0,0,18,16,0,0,7,3,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s529217665.rs
0,22,0,0,2,0,0,1,0,18,20,0,0,18,6,0,0,0,0,2,0,0,1,0,Rust,data/train/Rust/s155178885.rs
0,7,0,0,1,1,0,6,0,18,29,0,0,5,4,0,0,0,0,2,0,0,4,0,Rust,data/train/Rust/s408260374.rs
0,20,9,0,6,0,0,6,2,18,17,0,0,14,8,0,0,0,0,3,0,0,3,0,Rust,data/train/Rust/s574435621.rs
0,11,0,0,5,0,0,6,3,9,9,0,0,5,5,0,0,0,0,1,0,0,1,0,Rust,data/train/Rust/s182532867.rs
0,8,0,0,0,0,0,0,0,19,17,0,0,10,6,0,0,0,0,7,0,0,0,1,Rust,data/train/Rust/s482120848.rs
0,8,0,0,6,0,0,12,0,21,20,0,0,7,4,0,0,0,0,1,0,0,11,0,Rust,data/train/Rust/s424880594.rs
0,11,0,0,0,0,0,2,1,6,7,0,0,9,4,0,0,0,0,0,0,0,1,0,Rust,data/train/Rust/s221748327.rs
0,13,0,0,2,1,0,3,2,16,24,0,0,8,6,0,0,0,0,2,0,0,2,0,Rust,data/train/Rust/s654964990.rs
0,12,0,0,2,2,0,5,0,13,14,0,0,10,5,0,0,0,0,2,0,0,2,0,Rust,data/train/Rust/s262204994.rs
0,30,1,0,1,0,0,7,8,39,39,0,0,24,14,0,0,25,3,6,0,0,5,0,Rust,data/train/Rust/s884707427.rs
0,10,0,0,0,0,0,1,0,19,17,0,0,10,4,0,0,0,0,7,0,0,1,1,Rust,data/train/Rust/s656586502.rs
0,15,0,0,3,0,0,1,0,13,13,0,0,10,4,0,0,0,0,3,0,0,2,0,Rust,data/train/Rust/s166556348.rs
0,17,0,0,6,0,0,5,0,15,14,0,0,11,7,0,0,0,0,2,0,0,3,0,Rust,data/train/Rust/s293767813.rs
0,16,0,0,1,0,0,1,2,4,2,0,0,2,9,0,0,0,0,1,0,0,0,2,Rust,data/train/Rust/s856868810.rs
0,22,0,0,1,1,0,4,3,26,26,0,0,17,5,0,0,0,0,9,0,0,8,4,Rust,data/train/Rust/s462332833.rs
0,21,0,0,0,0,0,4,2,28,36,0,0,20,7,0,0,0,0,4,0,0,1,7,Rust,data/train/Rust/s517632587.rs
0,9,0,0,0,2,0,1,0,22,17,0,0,27,12,0,0,0,0,8,0,0,0,1,Rust,data/train/Rust/s754802639.rs
0,7,0,0,2,0,0,2,0,10,9,0,0,6,4,0,0,0,0,2,0,0,1,0,Rust,data/train/Rust/s748443051.rs
0,28,0,0,1,1,0,3,2,12,14,0,0,21,8,0,0,0,0,5,0,0,6,0,Rust,data/train/Rust/s447792474.rs
0,13,8,0,4,0,0,7,2,15,14,0,0,10,3,0,0,0,0,1,0,0,1,0,Rust,data/train/Rust/s632902468.rs
0,7,0,0,0,1,0,8,0,38,20,0,0,22,13,0,0,0,0,8,0,0,0,1,Rust,data/train/Rust/s208716269.rs
0,9,0,0,0,1,0,0,0,19,16,0,0,12,7,0,0,0,0,8,0,0,0,1,Rust,data/train/Rust/s294408440.rs
0,16,0,0,0,0,0,3,2,7,1,0,0,3,11,0,0,0,0,1,0,0,1,2,Rust,data/train/Rust/s943831287.rs
0,25,0,0,2,0,0,7,2,25,24,0,0,18,8,0,0,0,0,5,0,0,2,0,Rust,data/train/Rust/s134254551.rs
0,35,3,0,2,0,0,8,3,31,33,0,0,29,17,0,0,0,0,4,0,0,6,2,Rust,data/train/Rust/s392664632.rs
0,12,0,0,1,0,0,1,0,6,6,0,0,9,2,0,0,0,0,1,0,0,1,2,Rust,data/train/Rust/s342727008.rs
0,23,0,0,1,1,0,7,0,31,31,0,0,20,15,0,0,25,3,5,0,0,4,0,Rust,data/train/Rust/s708332544.rs
0,24,0,0,3,0,0,9,1,23,23,0,0,15,10,0,0,0,0,4,0,0,2,0,Rust,data/train/Rust/s248895816.rs
0,16,0,0,2,0,0,4,3,19,21,0,0,13,4,0,0,0,0,6,0,0,4,0,Rust,data/train/Rust/s702660925.rs
0,27,0,0,0,0,0,7,0,38,38,0,0,9,5,0,0,0,0,9,0,0,7,0,Rust,data/train/Rust/s584420443.rs
0,13,0,0,1,0,0,4,0,11,10,0,0,11,4,0,0,0,0,1,0,0,0,0,Rust,data/train/Rust/s573788947.rs
